claude-3-5-haiku-20241022|claude-sonnet-4-20250514_jaccard,claude-3-5-haiku-20241022|claude-sonnet-4-20250514_rbo,claude-3-5-haiku-20241022|claude-sonnet-4-20250514_alpha,gpt-4.1-mini|gpt-4.1_jaccard,gpt-4.1-mini|gpt-4.1_rbo,gpt-4.1-mini|gpt-4.1_alpha,claude-3-5-haiku-20241022|gpt-4.1-mini_jaccard,claude-3-5-haiku-20241022|gpt-4.1-mini_rbo,claude-3-5-haiku-20241022|gpt-4.1-mini_alpha,claude-sonnet-4-20250514|gpt-4.1_jaccard,claude-sonnet-4-20250514|gpt-4.1_rbo,claude-sonnet-4-20250514|gpt-4.1_alpha
0.353,0.21,-0.034482758620689724,0.5,0.449,0.21715328467153283,0.2,0.167,-0.025641025641025772,0.6,0.679,0.17730496453900713
0.7,0.594,0.6941176470588235,0.75,0.682,0.39473684210526316,0.438,0.345,0.09302325581395343,0.833,0.345,0.16483516483516492
0.4,0.236,-0.04761904761904767,0.765,0.73,0.20382165605095548,0.353,0.286,-0.04761904761904767,0.75,0.691,0.20634920634920628
0.111,0.031,0,0.609,0.673,0.09671532846715325,0.2,0.057,0,0.65,0.385,0.23140495867768596
0.429,0.535,0.29032258064516137,0.632,0.596,0.179245283018868,0.294,0.379,0.11290322580645162,0.45,0.403,0.19512195121951215
0.375,0.458,0.22413793103448276,0.739,0.699,0.03565640194489472,0.182,0.312,-0.016949152542372836,0.565,0.446,-0.018867924528301883
0.571,0.376,-0.04347826086956519,0.667,0.381,0.04018912529550833,0.438,0.196,-0.016949152542372836,0.611,0.308,0.11956521739130432
0.625,0.49,0.10515463917525769,0.759,0.726,0.06678700361010825,0.481,0.437,-0.020576131687242816,0.852,0.541,-0.01870078740157477
0.15,0.145,-0.03703703703703698,0.5,0.37,-0.024793388429751984,0.143,0.12,0,0.522,0.359,0.039256198347107474
0.385,0.2,-0.04761904761904767,0.471,0.658,0.29655172413793107,0.294,0.482,0.3015873015873016,0.5,0.285,0.07482993197278909
0.077,0.023,0,0.6,0.499,0.08333333333333326,0.1,0.009,0,0.462,0.333,-0.08196721311475397
0.2,0.203,0,0.125,0.227,0,0.444,0.418,0.3414634146341463,1,0.1,0
0.4,0.556,0.6451612903225807,0.476,0.573,0.2702702702702703,0.353,0.553,0.47619047619047616,0.381,0.621,0.2722371967654986
0.5,0.178,-0.04651162790697683,0.65,0.588,0.10663507109004733,0.25,0.204,0.16279069767441856,0.474,0.447,-0.032608695652173836
0.286,0.297,-0.04347826086956519,0.792,0.254,-0.021352313167259718,0.381,0.26,-0.034482758620689724,0.708,0.349,0.0857558139534883
0.35,0.263,-0.025641025641025772,0.538,0.327,-0.017770597738287597,0.238,0.234,0.10256410256410253,0.577,0.179,0.08840579710144925
0.583,0.295,0.06849315068493145,0.81,0.614,0.08943089430894313,0.5,0.31,0.07482993197278909,0.429,0.558,0.17837837837837833
0.6,0.456,0.5465116279069767,0.55,0.66,0.3160377358490566,0.353,0.454,-0.058139534883721034,0.5,0.488,-0.047945205479452024
0.5,0.376,0.08695652173913049,0.6,0.554,0.39700374531835203,0.25,0.427,0.22413793103448276,0.571,0.422,0.06557377049180335
0.5,0.437,0.13533834586466165,0.667,0.777,0.336380255941499,0.611,0.492,-0.03759398496240607,0.714,0.539,0.08943089430894313
0.375,0.508,0.40909090909090906,0.536,0.553,0.04694835680751175,0.294,0.47,0.11363636363636365,0.536,0.608,0.18309859154929575
0.5,0.669,0.5846994535519126,0.8,0.514,0.15539305301645334,0.5,0.421,-0.032608695652173836,0.65,0.539,0.04619565217391308
0.563,0.456,0.05243445692883886,0.593,0.687,0.1432706222865413,0.48,0.628,0.04761904761904756,0.55,0.59,0.31343283582089554
0.5,0.238,0.16000000000000003,0.6,0.51,0.4736842105263158,0.444,0.296,-0.0714285714285714,0.5,0.432,0.44000000000000006
0.267,0.058,0,0.708,0.691,0.08309037900874638,0.182,0.069,0,0.619,0.534,-0.03080568720379162
0.294,0.472,0.1428571428571429,0.643,0.617,0.03338171262699563,0.185,0.434,0.3571428571428572,0.8,0.813,0.5173674588665447
0.231,0.146,-0.0714285714285714,0.722,0.703,0.518957345971564,0.188,0.138,0,0.75,0.515,0.04761904761904756
0.5,0.294,-0.03378378378378377,0.75,0.341,-0.03503184713375784,0.692,0.348,-0.04081632653061229,0.8,0.377,-0.04150943396226414
0.385,0.315,-0.0714285714285714,0.625,0.608,0.31086142322097376,0.417,0.297,-0.04651162790697683,0.688,0.597,0.20634920634920628
0.533,0.673,0.6052631578947368,0.75,0.631,0.15384615384615397,0.471,0.58,0.21739130434782616,0.571,0.594,0.11502347417840375
0.538,0.513,0.4736842105263158,0.25,0.298,0.140625,0.167,0.282,0.3125,0.444,0.474,0.05597014925373134
0.211,0.184,-0.022727272727272707,0.613,0.848,0.23127463863337716,0.129,0.071,0,0.462,0.398,0.03877221324717295
0.375,0.377,0.6153846153846154,0.667,0.324,0.12195121951219512,0.333,0.307,0.6153846153846154,0.444,0.4,0.3414634146341463
0.286,0.35,0.1923076923076923,0.737,0.668,0.17730496453900713,0.267,0.113,0,0.6,0.361,0.04878048780487798
0.385,0.199,0.09482758620689657,0.714,0.573,0.33484162895927605,0.462,0.345,0.07894736842105254,0.533,0.226,0.07065217391304346
0.214,0.491,1,0.588,0.553,0.17391304347826086,0.176,0.305,0.2857142857142857,0.5,0.562,0.06557377049180335
0.222,0.263,-0.5,0.667,0.484,0.09836065573770503,0.222,0.07,0,0.667,0.262,-0.08196721311475397
0.846,0.643,0.7149321266968326,0.867,0.3,0.1863013698630137,0.8,0.294,-0.03833865814696491,0.786,0.633,0.34080717488789236
0.636,0.462,0.21052631578947367,0.833,0.399,0.04977375565610864,0.583,0.435,0.21739130434782616,0.75,0.403,-0.0439560439560438
0.375,0.399,0.1512915129151291,0.708,0.761,0.13219895287958117,0.524,0.391,0.062962962962963,0.68,0.764,0.3199052132701422
0.115,0.128,-0.0714285714285714,0.783,0.637,0.030567685589519722,0.158,0.037,0,0.846,0.396,-0.02159827213822907
0.421,0.329,-0.025236593059936974,0.739,0.587,0.0844250363901019,0.524,0.32,0.05362776025236593,0.591,0.514,0.19073569482288832
0.2,0.291,0.2222222222222222,0.412,0.535,0.256637168141593,0.214,0.314,0.2222222222222222,0.25,0.302,0.1674008810572688
0.3,0.076,0,0.667,0.636,0.22180451127819545,0.25,0.154,-0.0714285714285714,0.643,0.373,0.06043956043956045
0.25,0.116,-0.04651162790697683,0.571,0.529,0.12698412698412698,0.385,0.47,0.3571428571428572,0.19,0.299,-0.04651162790697683
0.615,0.242,0.06557377049180335,0.474,0.287,-0.028481012658227778,0.5,0.287,-0.03125,0.471,0.317,0.07567567567567568
0.273,0.069,0,0.632,0.631,0.19073569482288832,0.214,0.042,0,0.647,0.61,0.05405405405405406
0.571,0.375,0.04470588235294115,0.733,0.765,0.19331526648599817,0.56,0.383,-0.0235294117647058,0.533,0.434,-0.017770597738287597
0.625,0.452,0.459016393442623,0.429,0.605,0.14498141263940512,0.357,0.522,0.09302325581395343,0.333,0.531,0.29032258064516137
0.429,0.395,0.72,1,0.364,0.32500000000000007,0.5,0.365,0.72,0.571,0.391,0.3414634146341463
0,0,0,0.727,0.597,0.09090909090909094,0,0,0,0.692,0.68,0.23529411764705888
0.438,0.663,0.388235294117647,0.45,0.459,0.05063291139240511,0.438,0.404,-0.04597701149425282,0.45,0.441,0.05063291139240511
0.524,0.375,-0.021621621621621623,0.25,0.286,-0.04761904761904767,0.571,0.634,0.19512195121951215,0.333,0.4,0.3015873015873016
0.545,0.289,-0.05263157894736836,0.545,0.163,-0.04347826086956519,0.455,0.278,0.21739130434782616,0.5,0.14,-0.04081632653061229
0.571,0.347,0.34080717488789236,0.667,0.588,0.048872180451127845,0.611,0.649,0.24663677130044837,0.643,0.329,-0.03587443946188351
0.333,0.222,-0.04651162790697683,0.813,0.702,0.20382165605095548,0.313,0.23,0.16279069767441856,0.647,0.615,0.12420382165605104
0.667,0.15,0.16483516483516492,0.688,0.692,0.48120300751879697,0.563,0.482,0.16483516483516492,0.571,0.17,-0.032608695652173836
0.625,0.499,0.0625,0.765,0.621,0.03791469194312791,0.625,0.534,0.0625,0.765,0.643,0.17535545023696675
0.5,0.429,0.1428571428571429,0.364,0.08,-0.022727272727272707,0.364,0.108,-0.022727272727272707,0.364,0.298,0.1428571428571429
0.231,0.163,-0.0714285714285714,0.647,0.514,0.12420382165605104,0.2,0.066,0,0.529,0.583,0.129746835443038
0.353,0.594,0.278688524590164,0.571,0.669,0.42474226804123705,0.222,0.477,0.3015873015873016,0.545,0.615,0.21857923497267762
0.385,0.296,-0.04597701149425282,0.619,0.43,0.19293478260869568,0.235,0.546,0.5517241379310345,0.409,0.439,0.256637168141593
0.467,0.447,-0.04081632653061229,0.65,0.337,-0.024793388429751984,0.389,0.247,0.0872483221476511,0.667,0.525,0.20634920634920628
0.5,0.647,0.24663677130044837,0.938,0.657,0.03562945368171022,0.625,0.512,0.0625,0.684,0.614,0.165631469979296
0.632,0.415,0.04018912529550833,0.667,0.325,0.03649635036496346,0.571,0.572,0.11084905660377364,0.65,0.282,-0.024793388429751984
0.333,0.311,0.3015873015873016,0.8,0.68,0.3610223642172524,0.462,0.522,0.278688524590164,0.412,0.349,0.06557377049180335
0.438,0.34,0.08108108108108103,0.773,0.609,0.0325203252032521,0.684,0.608,0.11475409836065575,0.364,0.371,-0.03378378378378377
0.647,0.558,-0.03370786516853941,0.682,0.651,0.09671532846715325,0.526,0.643,0.31086142322097376,0.636,0.516,0.1673553719008265
0.455,0.164,-0.04651162790697683,0.64,0.599,0.10163339382940095,0.222,0.174,-0.04651162790697683,0.346,0.381,-0.022123893805309658
0.417,0.289,-0.06451612903225801,0.769,0.556,0.2432432432432432,0.308,0.181,-0.03125,0.769,0.258,0.05405405405405406
0.667,0.171,-0.058139534883721034,0.885,0.56,0.022704837117472954,0.269,0.104,-0.022471910112359605,0.292,0.424,0.23728813559322026
0.077,0.002,0,0.85,0.525,0.03094462540716625,0.056,0.078,0,0.684,0.706,0.2857142857142857
0.167,0.013,0,0.586,0.555,0.10000000000000009,0.294,0.159,-0.022727272727272707,0.069,0.116,0
0.333,0.549,0.5714285714285714,0.667,0.575,0.14864864864864857,0.267,0.383,0.1428571428571429,0.625,0.514,0.15625
0.8,0.264,0.06206896551724139,0.75,0.693,0.303030303030303,0.471,0.398,-0.047945205479452024,0.75,0.492,0.29655172413793107
0.444,0.476,0.14498141263940512,0.6,0.587,0.11294117647058821,0.5,0.449,0.059479553903345694,0.56,0.45,-0.024390243902439046
0.167,0.075,0,0.444,0.691,0.43497757847533625,0.143,0.119,0.18181818181818188,0.632,0.633,0.24586288416075652
0.333,0.218,-0.11999999999999988,0.727,0.325,0.06849315068493145,0.182,0.173,-0.07692307692307687,0.8,0.575,0.20353982300884954
0.2,0.274,0.2222222222222222,0.857,0.736,0.13702623906705536,0.2,0.382,0.1923076923076923,0.65,0.532,0.11716621253406001
0.588,0.438,0.05243445692883886,0.762,0.623,0.0325203252032521,0.429,0.492,0.05243445692883886,0.545,0.474,-0.02594339622641506
0.45,0.366,0.062962962962963,0.522,0.579,0.16000000000000003,0.526,0.373,0.05597014925373134,0.522,0.52,0.03825136612021862
0.375,0.191,0.07567567567567568,0.84,0.58,0.0722761596548005,0.333,0.176,0.08556149732620333,0.5,0.524,0.05597014925373134
0.706,0.39,0.12420382165605104,0.68,0.698,0.08235294117647063,0.65,0.534,0.20382165605095548,0.583,0.646,0.10515463917525769
0.385,0.088,-0.01538461538461533,0.563,0.548,0.05405405405405406,0.417,0.204,0.140625,0.625,0.483,0.13533834586466165
0.5,0.536,0.15999999999999992,0.667,0.704,0.13953488372093015,0.455,0.591,0.15625,0.727,0.59,0.29985443959243085
0.455,0.318,0.11290322580645162,0.619,0.348,-0.024793388429751984,0.333,0.35,0.3015873015873016,0.529,0.328,-0.0439560439560438
0.316,0.212,-0.022471910112359605,0.96,0.917,0.5321266968325792,0.28,0.208,-0.022471910112359605,0.615,0.755,0.09090909090909094
0.118,0.121,0,0.619,0.73,0.16907216494845356,0.167,0.303,0.2857142857142857,0.524,0.511,0.10515463917525769
0.25,0.232,-0.03703703703703698,0.885,0.818,0.10759493670886078,0.167,0.199,-0.03703703703703698,0.64,0.606,0.10515463917525769
0.769,0.467,-0.0439560439560438,0.833,0.552,0.16483516483516492,0.538,0.422,0.4808743169398907,0.923,0.638,0.6515151515151515
0.143,0.276,0.2857142857142857,0.68,0.827,0.3363874345549739,0.136,0.261,0.2857142857142857,0.708,0.645,0.18324607329842935
0.176,0.092,0,0.762,0.672,0.1673553719008265,0.167,0.072,-0.022727272727272707,0.565,0.672,0.3176470588235294
0.063,0.248,0,0.542,0.536,0.09671532846715325,0.059,0.006,0,0.565,0.469,0.037267080745341574
0.696,0.309,0.03565640194489472,0.815,0.57,0.06509945750452073,0.68,0.531,0.03409090909090917,0.704,0.376,0.07591933570581266
0.067,0.007,0,0.636,0.369,0.34782608695652173,0,0,0,0.5,0.535,0.06557377049180335
0.368,0.583,0.31081081081081074,0.591,0.443,-0.029972752043596618,0.304,0.544,0.19047619047619047,0.55,0.514,0.04619565217391308
0.789,0.731,0.10451306413301664,0.789,0.802,0.3815165876777251,0.765,0.713,0.24407582938388617,0.9,0.736,0.1357664233576642
0.727,0.362,-0.047945205479452024,0.714,0.352,0.04977375565610864,0.643,0.389,0.06043956043956045,0.667,0.591,0.3013698630136986
0.333,0.271,0.1923076923076923,0.65,0.698,0.11232876712328765,0.211,0.178,-0.03703703703703698,0.625,0.518,0.13857677902621712
0.385,0.343,0.11363636363636365,0.75,0.537,0.04458598726114649,0.375,0.346,0.1235955056179775,0.412,0.38,0.06666666666666665
0.467,0.405,0.11363636363636365,0.842,0.754,0.5164835164835165,0.333,0.212,-0.022471910112359605,0.65,0.431,-0.028368794326241176
0.545,0.276,-0.06451612903225801,0.667,0.661,0.14864864864864857,0.417,0.193,-0.04761904761904767,0.667,0.699,0.4298642533936652
0.455,0.348,0.09302325581395343,0.667,0.405,-0.06194690265486735,0.462,0.333,0.25287356321839083,0.7,0.218,-0.06194690265486735
0.5,0.252,-0.03378378378378377,0.542,0.616,0.10515463917525769,0.316,0.142,-0.020000000000000018,0.435,0.53,0.14498141263940512
0.538,0.507,0.21052631578947367,0.667,0.318,0.13533834586466165,0.429,0.185,-0.034482758620689724,0.563,0.314,0.05243445692883886
0.714,0.21,0.09836065573770503,0.714,0.383,0.3414634146341463,0.625,0.238,-0.06451612903225801,0.833,0.355,0.5609756097560976
0.455,0.484,0.29032258064516137,0.714,0.657,0.14634146341463417,0.333,0.505,0.11290322580645162,0.4,0.555,0.17391304347826086
0.714,0.523,0.2692307692307693,0.545,0.546,0.09836065573770492,0.421,0.282,0.07065217391304346,0.55,0.402,0.04619565217391308
0.308,0.185,-0.03125,0.857,0.265,0.08794788273615639,0.263,0.263,0.140625,0.524,0.477,0.0625
0.545,0.249,-0.06451612903225801,0.583,0.518,0.2441860465116279,0.625,0.221,0.09836065573770503,0.643,0.542,0.33783783783783783
0.438,0.277,-0.025641025641025772,0.7,0.655,0.10874704491725773,0.35,0.31,-0.025641025641025772,0.579,0.408,0.04245283018867929
0.571,0.648,0.6482758620689655,0.867,0.702,0.28115015974440893,0.692,0.604,0.06849315068493145,0.867,0.642,0.12420382165605104
0.533,0.308,-0.03825136612021862,0.737,0.615,0.1639004149377593,0.588,0.54,0.1693989071038251,0.706,0.495,-0.03503184713375784
0.471,0.329,-0.032608695652173836,0.591,0.404,0.2773722627737226,0.333,0.566,0.17391304347826086,0.524,0.465,0.11084905660377364
0.364,0.419,0.46153846153846156,0.929,0.652,0.35897435897435903,0.308,0.434,0.46153846153846156,0.563,0.534,0.14864864864864857
0.267,0.108,0,0.714,0.535,0.165631469979296,0.176,0.327,0.16000000000000003,0.667,0.492,-0.028368794326241176
0.208,0.512,0.15441176470588225,0.407,0.287,-0.028481012658227778,0.471,0.15,0.05597014925373134,0.448,0.597,0.1630434782608695
0.615,0.387,0.06557377049180335,0.727,0.742,0.24599708879184867,0.526,0.44,0.06557377049180335,0.579,0.464,-0.03587443946188351
0.5,0.492,0.20134228187919467,0.773,0.759,0.20454545454545459,0.5,0.458,0.08108108108108103,0.636,0.582,0.04018912529550833
0.333,0.244,-0.016949152542372836,0.697,0.718,0.10613598673300162,0.32,0.255,-0.016949152542372836,0.667,0.665,0.06846846846846844
0.667,0.2,0.06043956043956045,0.833,0.547,0.23981900452488691,0.75,0.345,0.05524861878453047,0.75,0.318,0.06043956043956045
0.5,0.522,0.06557377049180335,0.526,0.669,0.3650793650793651,0.529,0.668,0.4780219780219781,0.588,0.484,0.04761904761904756
0.412,0.458,0.22619047619047616,0.76,0.801,0.17319098457888504,0.304,0.418,-0.058139534883721034,0.727,0.736,0.15846994535519132
0.467,0.548,0.2441860465116279,0.833,0.731,0.07127429805615548,0.318,0.558,0.4022988505747127,0.682,0.737,0.24586288416075652
0.636,0.397,0.07079646017699115,0.9,0.573,0.08794788273615639,0.368,0.392,-0.06194690265486735,0.5,0.479,0.07065217391304346
0.467,0.514,0.23529411764705876,0.737,0.489,0.17730496453900713,0.316,0.496,0.10344827586206895,0.667,0.602,0.17730496453900713
0.385,0.378,0.3015873015873016,0.688,0.626,0.21886792452830195,0.286,0.322,0.140625,0.8,0.546,0.30827067669172936
0.333,0.312,0.16279069767441856,0.722,0.689,0.3127962085308057,0.333,0.372,0.1428571428571429,0.588,0.384,-0.045248868778280604
0.4,0.235,0.23076923076923084,0.231,0.426,0.1428571428571429,0.25,0.354,0.1923076923076923,0.333,0.262,0.23076923076923084
0.5,0.132,-0.0714285714285714,0.565,0.438,0.10000000000000009,0.176,0.066,0,0.316,0.21,-0.04761904761904767
0.818,0.303,0.16022099447513816,0.833,0.581,0.33484162895927605,0.75,0.323,-0.0439560439560438,0.75,0.578,0.37362637362637363
0.625,0.207,-0.06451612903225801,0.5,0.529,0.7804878048780488,0.375,0.087,-0.0714285714285714,0.7,0.342,0.09302325581395343
0.4,0.144,0.18181818181818188,0.778,0.597,1,0.556,0.117,-0.04651162790697683,0.778,0.475,0.22619047619047616
0.294,0.2,-0.025641025641025772,0.684,0.707,0.3829787234042553,0.389,0.239,0.22413793103448276,0.706,0.604,0.26430517711171664
0.125,0.111,0.15384615384615385,0.778,0.818,0.29064039408867004,0.192,0.162,0.15384615384615385,0.522,0.71,0.31086142322097376
0.167,0.28,-0.07692307692307687,0.75,0.645,0.3677342823250297,0.19,0.311,0.1923076923076923,0.5,0.676,0.12971698113207553
0.545,0.299,0.29032258064516137,0.857,0.605,0.14355628058727576,0.333,0.355,0.12698412698412698,0.524,0.575,0.15999999999999992
0.833,0.598,0.2692307692307693,0.833,0.657,0.2925311203319503,0.588,0.616,0.06557377049180335,0.556,0.639,0.2247191011235955
0.375,0.214,-0.034482758620689724,0.56,0.657,0.09238249594813619,0.261,0.077,-0.008403361344537785,0.524,0.524,0.12432432432432439
0.4,0.583,0.39534883720930225,0.577,0.815,0.3018867924528301,0.3,0.563,0.40909090909090906,0.5,0.751,0.33967391304347827
0.467,0.488,0.08695652173913049,0.867,0.622,0.11232876712328765,0.467,0.42,0.22413793103448276,0.647,0.418,0.11716621253406001
0.308,0.484,0.5714285714285714,0.941,0.607,0.09583333333333333,0.313,0.551,0.3571428571428572,0.611,0.544,0.14179104477611937
0.375,0.61,0.34782608695652173,0.522,0.526,0.05597014925373134,0.348,0.684,0.21052631578947367,0.444,0.405,0.059479553903345694
0.125,0.169,-0.19999999999999996,0.762,0.687,0.09671532846715325,0.118,0.112,0,0.714,0.628,0.04123711340206182
0.625,0.558,0.13857677902621712,0.583,0.626,0.20583468395461924,0.429,0.584,0.14179104477611937,0.619,0.569,0.11716621253406001
0.688,0.58,0.3056603773584906,0.619,0.482,0.10663507109004733,0.476,0.283,-0.026022304832713727,0.5,0.312,0.18117647058823527
0.294,0.481,-0.09756097560975618,0.478,0.495,0.04123711340206182,0.278,0.322,0.16279069767441856,0.375,0.429,-0.01848049281314168
0.316,0.177,-0.022471910112359605,0.85,0.668,0.2577487765089723,0.3,0.183,-0.022471910112359605,0.895,0.668,0.14355628058727576
0.5,0.389,0.11294117647058821,0.577,0.462,0.03338171262699563,0.545,0.479,0.11502347417840375,0.682,0.711,0.10451306413301664
0.333,0.159,-0.03125,0.833,0.511,0.04977375565610864,0.417,0.224,0.140625,0.5,0.333,0.06557377049180335
0.087,0.171,0,0.621,0.423,0.027504911591355707,0.087,0.234,-0.19999999999999996,0.567,0.282,-0.015701668302257055
0.412,0.414,-0.04597701149425282,0.667,0.523,0.05405405405405406,0.5,0.283,-0.04597701149425282,0.4,0.303,-0.03587443946188351
0.313,0.259,0.16279069767441856,0.85,0.679,0.14495114006514664,0.2,0.304,0.18181818181818188,0.7,0.41,-0.024793388429751984
0.222,0.461,0.11363636363636365,0.737,0.725,0.10451306413301664,0.389,0.54,0.08235294117647052,0.5,0.391,-0.0235294117647058
0.385,0.139,0.1235955056179775,0.625,0.353,-0.045248868778280604,0.294,0.268,0.10344827586206895,0.571,0.192,-0.03587443946188351
0.133,0.125,-0.0714285714285714,0.706,0.696,0.39700374531835203,0.111,0.15,-0.0714285714285714,0.625,0.439,-0.03759398496240607
0.286,0.197,0.4,0.333,0.601,0.4037037037037038,0.167,0.107,0,0.267,0.245,-0.022471910112359605
0.231,0.433,0.46153846153846156,0.563,0.298,0.14179104477611937,0.214,0.399,0.46153846153846156,0.5,0.273,0.05597014925373134
0.429,0.326,-0.04761904761904767,0.733,0.349,0.2247191011235955,0.333,0.249,-0.04761904761904767,0.625,0.385,0.13533834586466165
0.357,0.239,0.140625,0.467,0.262,-0.03409090909090917,0.444,0.191,-0.06451612903225801,0.75,0.38,-0.031746031746031855
0.2,0.067,0,0.692,0.609,0.3013698630136986,0.222,0.088,0,0.769,0.63,0.37362637362637363
0.467,0.16,-0.02684563758389258,0.455,0.676,0.37106918238993714,0.4,0.385,0.0872483221476511,0.368,0.396,0.05660377358490576
0.3,0.535,0.08108108108108103,0.579,0.565,0.5212264150943396,0.412,0.486,0.08108108108108103,0.455,0.528,0.04470588235294115
0.333,0.361,0.059479553903345694,0.667,0.724,0.17417061611374407,0.375,0.355,-0.022222222222222143,0.538,0.334,-0.024793388429751984
0.438,0.194,-0.03125,0.773,0.527,0.03094462540716625,0.524,0.304,0.07079646017699126,0.429,0.247,-0.022222222222222143
0.5,0.299,0.12698412698412698,0.667,0.172,-0.02717391304347827,0.333,0.264,-0.06451612903225801,0.647,0.547,0.13857677902621712
0.316,0.558,0.25287356321839083,0.696,0.589,0.13953488372093015,0.286,0.515,0.25287356321839083,0.609,0.594,0.14772727272727282
0.588,0.53,0.058295964125560484,0.765,0.681,0.20634920634920628,0.5,0.515,0.15625,0.737,0.573,0.1639004149377593
0.4,0.154,-0.04347826086956519,0.941,0.321,-0.033333333333333215,0.471,0.291,-0.034482758620689724,0.611,0.174,-0.031746031746031855
0.435,0.396,0.059479553903345694,0.5,0.575,0.03389830508474578,0.308,0.375,0.06642066420664205,0.708,0.686,0.028833551769331667
0.333,0.342,-0.0714285714285714,0.55,0.717,0.22180451127819545,0.2,0.281,-0.04651162790697683,0.588,0.693,0.30827067669172936
0.136,0.454,0.6153846153846154,0.45,0.644,0.19729729729729728,0.2,0.316,0.2857142857142857,0.636,0.581,0.11475409836065575
0.455,0.263,0.12698412698412698,0.556,0.621,0.19293478260869568,0.429,0.271,-0.04761904761904767,0.5,0.618,0.3804347826086957
0.357,0.219,-0.03125,0.615,0.477,-0.019607843137254832,0.238,0.265,-0.03125,0.458,0.629,0.129746835443038
0.25,0.303,-0.07692307692307687,0.8,0.716,0.14495114006514664,0.222,0.297,-0.07692307692307687,0.619,0.626,0.10330578512396693
0.667,0.46,0.22180451127819545,0.7,0.524,0.09506398537477145,0.526,0.592,0.05243445692883886,0.5,0.497,0.20634920634920628
0.625,0.364,0.05243445692883886,0.583,0.489,0.21572212065813523,0.435,0.674,0.23048327137546465,0.55,0.444,-0.029972752043596618
0.4,0.356,0.09482758620689657,0.607,0.789,0.22458628841607564,0.318,0.317,0.09482758620689657,0.542,0.242,-0.028481012658227778
0.438,0.158,-0.03125,0.645,0.81,0.2920353982300885,0.478,0.403,-0.02666666666666684,0.429,0.176,-0.01845018450184499
0.438,0.477,0.21739130434782616,0.714,0.437,0.0325203252032521,0.444,0.465,0.07894736842105254,0.571,0.255,0.04245283018867929
0.5,0.381,0.11363636363636365,0.739,0.535,0.13106159895150726,0.35,0.408,0.26136363636363635,0.619,0.455,0.04878048780487798
0.727,0.593,0.20353982300884954,0.778,0.555,0.10874704491725773,0.533,0.613,0.21739130434782616,0.647,0.481,-0.03125
0.2,0.19,0.4,0.263,0.261,-0.03125,0.158,0.161,-0.03703703703703698,0.333,0.181,0.4
0.643,0.553,0.43243243243243246,0.714,0.694,0.26016260162601634,0.611,0.728,0.33783783783783783,0.579,0.695,0.4831460674157303
0.538,0.411,0.08108108108108103,0.429,0.501,0.34782608695652173,0.417,0.451,0.4782608695652174,0.533,0.525,0.15246636771300448
0.5,0.485,0.27322404371584696,0.737,0.528,-0.028368794326241176,0.563,0.526,0.17391304347826086,0.526,0.507,-0.03587443946188351
0.231,0.278,-0.03409090909090917,0.769,0.799,0.3349753694581281,0.304,0.422,-0.04597701149425282,0.333,0.494,0.20134228187919467
0.267,0.17,-0.04651162790697683,0.708,0.832,0.43774574049803416,0.238,0.26,0.18181818181818188,0.619,0.558,0.04878048780487798
0.455,0.407,0.29032258064516137,0.733,0.652,0.2834394904458599,0.357,0.503,0.467741935483871,0.769,0.547,0.47513812154696133
0.059,0.001,0,0.762,0.799,0.3159609120521173,0.056,0.015,0,0.565,0.536,0.03649635036496346
0.333,0.392,-0.06451612903225801,0.6,0.49,-0.022727272727272707,0.333,0.332,0.11290322580645162,0.818,0.559,0.08943089430894313
0.467,0.473,0.07894736842105254,0.786,0.454,0.04528301886792452,0.615,0.372,-0.05263157894736836,0.529,0.57,0.14179104477611937
0.389,0.516,0.17391304347826086,0.688,0.624,0.13857677902621712,0.571,0.567,0.3770491803278688,0.579,0.6,0.11084905660377364
0.538,0.218,-0.04597701149425282,0.75,0.324,0.039256198347107474,0.353,0.257,-0.04597701149425282,0.6,0.598,0.12698412698412698
0.333,0.208,-0.04761904761904767,0.75,0.713,0.165631469979296,0.375,0.234,0.12698412698412698,0.526,0.563,0.3770491803278688
0.429,0.379,0.09482758620689657,0.706,0.428,0.043596730245231696,0.625,0.415,-0.03370786516853941,0.438,0.293,0.08695652173913049
0.308,0.236,-0.0714285714285714,0.556,0.488,0.04761904761904756,0.286,0.146,-0.022727272727272707,0.5,0.408,0.2276119402985075
0.364,0.46,0.2333333333333334,0.5,0.549,0.04694835680751175,0.421,0.472,0.23048327137546465,0.56,0.537,0.09090909090909094
0.625,0.153,0.11290322580645162,0.769,0.534,0.14864864864864857,0.385,0.109,-0.01538461538461533,0.636,0.424,0.09302325581395343
0.35,0.361,0.10256410256410253,0.633,0.525,0.15238954012623984,0.222,0.186,-0.016949152542372836,0.72,0.643,0.03338171262699563
0.667,0.348,0.09302325581395343,0.533,0.589,0.24663677130044837,0.429,0.51,0.34782608695652173,0.636,0.483,0.08235294117647052
0.462,0.525,0.34782608695652173,0.579,0.434,-0.024390243902439046,0.5,0.562,0.34782608695652173,0.471,0.417,-0.03587443946188351
0.5,0.08,-0.04597701149425282,0.778,0.247,0.1639004149377593,0.412,0.478,0.21739130434782616,0.438,0.175,-0.03409090909090917
0.429,0.462,0.10344827586206895,0.643,0.671,0.43243243243243246,0.357,0.527,0.4022988505747127,0.6,0.586,0.14864864864864857
